Data Year,County,FUEL_TYPE,MAKE,MODEL,Number of Vehicles,ZIP,Fuel Type
2019,Kern,PHEV,BMW,7 Series,3,93036,Electric
2019,Kern,PHEV,BMW,i3 REx,11,93041,Electric
2019,Kern,PHEV,BMW,i8,5,93060,Electric
2019,Kern,PHEV,BMW,X5,3,93061,Electric
2019,Kern,PHEV,Chevrolet,Volt,14,93063,Electric
2019,Kern,PHEV,Chrysler,Pacifica Hybrid,10,93065,Electric
2019,Kern,PHEV,Ford,Fusion Energi,23,93066,Electric
2019,Kern,PHEV,Honda,Clarity PHEV,18,93067,Electric
2019,Kern,PHEV,Hyundai,Ioniq PHEV,8,93101,Electric
2019,Kern,PHEV,Hyundai,Sonata PHEV,3,93102,Electric
2019,Kern,PHEV,Kia,Niro PHEV,5,93103,Electric
2019,Kern,PHEV,Mercedes-Benz,GLC,7,93105,Electric
2019,Kern,PHEV,Mercedes-Benz,GLE,1,93107,Electric
2019,Kern,PHEV,Mitsubishi,Outlander PHEV,5,93108,Electric
2019,Kern,PHEV,Porsche,Cayenne,2,93109,Electric
2019,Kern,PHEV,Porsche,Panamera,1,93110,Electric
2019,Kern,PHEV,Subaru,Crosstrek,11,93111,Electric
2019,Kern,PHEV,Toyota,Prius Prime,70,93117,Electric
2019,Kern,Hydrogen,Toyota,Mirai,1,93121,Electric
2019,Kings,Electric,Audi,e-tron,1,93190,Electric
2019,Kings,Electric,Chevrolet,Bolt EV,2,93212,Electric
2019,Kings,Electric,Hyundai,Kona EV,1,93215,Electric
2019,Kings,Electric,Tesla,Model 3,24,93221,Electric
2019,Kings,Electric,Tesla,Model S,1,93222,Electric
2019,Kings,PHEV,BMW,5 Series,1,93230,Electric
2019,Kings,PHEV,Chrysler,Pacifica Hybrid,4,93241,Electric
2019,Kings,PHEV,Ford,Fusion Energi,3,93245,Electric
2019,Kings,PHEV,Hyundai,Ioniq PHEV,2,93268,Electric
2019,Kings,PHEV,Toyota,Prius Prime,24,93274,Electric
2019,Lake,Electric,Audi,e-tron,1,93277,Electric
2019,Lake,Electric,Chevrolet,Bolt EV,5,93286,Electric
2019,Lake,Electric,Hyundai,Kona EV,1,93291,Electric
2019,Lake,Electric,Kia,Niro EV,1,93292,Electric
2019,Lake,Electric,Nissan,Leaf,2,93301,Electric
2019,Lake,Electric,Tesla,Model 3,13,93304,Electric
2019,Lake,Electric,Tesla,Model X,5,93305,Electric
2019,Lake,PHEV,BMW,i3 REx,1,93306,Electric
2019,Lake,PHEV,Chevrolet,Volt,4,93307,Electric
2019,Lake,PHEV,Chrysler,Pacifica Hybrid,3,93308,Electric
2019,Lake,PHEV,Ford,C-MAX Energi,1,93309,Electric
2019,Lake,PHEV,Ford,Fusion Energi,1,93311,Electric
2019,Lake,PHEV,Honda,Clarity PHEV,1,93312,Electric
2019,Lake,PHEV,Mercedes-Benz,GLC,1,93313,Electric
2019,Lake,PHEV,Mitsubishi,Outlander PHEV,1,93314,Electric
2019,Lake,PHEV,Toyota,Prius Prime,9,93384,Electric
2019,Lassen,Electric,Tesla,Model S,1,93388,Electric
2019,Lassen,PHEV,BMW,i3 REx,1,93401,Electric
2019,Lassen,PHEV,Subaru,Crosstrek,1,93402,Electric
2019,Lassen,PHEV,Volvo,XC90,1,93405,Electric
2019,Los Angeles,Electric,Audi,e-tron,356,93407,Electric
2019,Los Angeles,Electric,BMW,i3,767,93420,Electric
2019,Los Angeles,Electric,Chevrolet,Bolt EV,1956,93422,Electric
2019,Los Angeles,Electric,Chevrolet,Spark EV,3,93424,Electric
2019,Los Angeles,Electric,FIAT,500e,236,93427,Electric
2019,Los Angeles,Electric,Ford,Focus,3,93428,Electric
2019,Los Angeles,Electric,Honda,Clarity Electric,126,93430,Electric
2019,Los Angeles,Electric,Hyundai,Ioniq Electric,171,93433,Electric
2019,Los Angeles,Electric,Hyundai,Kona EV,286,93436,Electric
2019,Los Angeles,Electric,Jaguar,I-PACE,210,93441,Electric
2019,Los Angeles,Electric,Kia,Niro EV,146,93442,Electric
2019,Los Angeles,Electric,Kia,Soul EV,8,93444,Electric
2019,Los Angeles,Electric,Mercedes-Benz,B-Class,1,93446,Electric
2019,Los Angeles,Electric,Mitsubishi,i-MiEV,1,93449,Electric
2019,Los Angeles,Electric,Nissan,Leaf,456,93451,Electric
2019,Los Angeles,Electric,Smart,EQ Fortwo,39,93454,Electric
2019,Los Angeles,Electric,Smart,Fortwo Electric Drive,28,93455,Electric
2019,Los Angeles,Electric,Tesla,Model 3,13323,93458,Electric
2019,Los Angeles,Electric,Tesla,Model S,1557,93460,Electric
2019,Los Angeles,Electric,Tesla,Model X,1929,93463,Electric
2019,Los Angeles,Electric,Volkswagen,e-Golf,480,93465,Electric
2019,Los Angeles,PHEV,Audi,A3 Sportback e-tron,60,93501,Electric
2019,Los Angeles,PHEV,BMW,3 Series,492,93504,Electric
2019,Los Angeles,PHEV,BMW,5 Series,1689,93510,Electric
2019,Los Angeles,PHEV,BMW,7 Series,30,93514,Electric
2019,Los Angeles,PHEV,BMW,i3 REx,1365,93518,Electric
2019,Los Angeles,PHEV,BMW,i8,234,93532,Electric
2019,Los Angeles,PHEV,BMW,X5,380,93534,Electric
2019,Los Angeles,PHEV,Cadillac,CT6 PHEV,4,93535,Electric
2019,Los Angeles,PHEV,Chevrolet,Volt,1761,93536,Electric
2019,Los Angeles,PHEV,Chrysler,Pacifica Hybrid,344,93543,Electric
2019,Los Angeles,PHEV,Ford,C-MAX Energi,13,93550,Electric
2019,Los Angeles,PHEV,Ford,Fusion Energi,759,93551,Electric
2019,Los Angeles,PHEV,Honda,Clarity PHEV,1992,93552,Electric
2019,Los Angeles,PHEV,Hyundai,Ioniq PHEV,274,93553,Electric
2019,Los Angeles,PHEV,Hyundai,Sonata PHEV,61,93555,Electric
2019,Los Angeles,PHEV,Karma,Revero,7,93560,Electric
2019,Los Angeles,PHEV,Kia,Niro PHEV,377,93561,Electric
2019,Los Angeles,PHEV,Kia,Optima PHEV,38,93562,Electric
2019,Los Angeles,PHEV,Land Rover,Range Rover,22,93602,Electric
2019,Los Angeles,PHEV,Land Rover,Range Rover Sport,8,93611,Electric
2019,Los Angeles,PHEV,Mercedes-Benz,C-Class,5,93612,Electric
2019,Los Angeles,PHEV,Mercedes-Benz,GLC,992,93613,Electric
2019,Los Angeles,PHEV,Mercedes-Benz,GLE,26,93614,Electric
2019,Los Angeles,PHEV,Mercedes-Benz,S-Class,4,93619,Electric
2019,Los Angeles,PHEV,MINI,Countryman PHEV,57,93622,Electric
2019,Los Angeles,PHEV,Mitsubishi,Outlander PHEV,147,93625,Electric
2019,Los Angeles,PHEV,Porsche,Cayenne,137,93626,Electric
2019,Los Angeles,PHEV,Porsche,Panamera,83,93630,Electric
2019,Los Angeles,PHEV,Subaru,Crosstrek,211,93631,Electric
2019,Los Angeles,PHEV,Toyota,Prius Prime,3463,93636,Electric
2019,Los Angeles,PHEV,Volvo,S60,33,93637,Electric
2019,Los Angeles,PHEV,Volvo,S90,17,93638,Electric
2019,Los Angeles,PHEV,Volvo,XC60,181,93643,Electric
2019,Los Angeles,PHEV,Volvo,XC90,116,93646,Electric
2019,Los Angeles,Hydrogen,Honda,Clarity Fuel Cell,75,93650,Electric
2019,Los Angeles,Hydrogen,Hyundai,Nexo,81,93653,Electric
2019,Los Angeles,Hydrogen,Toyota,Mirai,599,93654,Electric
2019,Madera,Electric,Chevrolet,Bolt EV,5,93657,Electric
2019,Madera,Electric,FIAT,500e,2,93662,Electric
2019,Madera,Electric,Honda,Clarity Electric,1,93667,Electric
2019,Madera,Electric,Hyundai,Ioniq Electric,1,93702,Electric
2019,Madera,Electric,Hyundai,Kona EV,6,93703,Electric
2019,Madera,Electric,Kia,Niro EV,1,93704,Electric
2019,Madera,Electric,Nissan,Leaf,2,93705,Electric
2019,Madera,Electric,Tesla,Model 3,28,93706,Electric
2019,Madera,Electric,Tesla,Model S,4,93710,Electric
2019,Madera,Electric,Tesla,Model X,6,93711,Electric
2019,Madera,PHEV,BMW,5 Series,1,93720,Electric
2019,Madera,PHEV,Chevrolet,Volt,7,93721,Electric
2019,Madera,PHEV,Chrysler,Pacifica Hybrid,2,93722,Electric
2019,Madera,PHEV,Ford,Fusion Energi,3,93723,Electric
2019,Madera,PHEV,Honda,Clarity PHEV,1,93725,Electric
2019,Madera,PHEV,Mercedes-Benz,GLC,1,93726,Electric
2019,Madera,PHEV,Subaru,Crosstrek,1,93727,Electric
2019,Madera,PHEV,Toyota,Prius Prime,15,93728,Electric
2019,Marin,Electric,Audi,e-tron,41,93729,Electric
2019,Marin,Electric,BMW,i3,32,93730,Electric
2019,Marin,Electric,Chevrolet,Bolt EV,211,93737,Electric
2019,Marin,Electric,FIAT,500e,10,93790,Electric
2019,Marin,Electric,Honda,Clarity Electric,3,93901,Electric
2019,Marin,Electric,Hyundai,Ioniq Electric,6,93905,Electric
2019,Marin,Electric,Hyundai,Kona EV,22,93906,Electric
2019,Marin,Electric,Jaguar,I-PACE,16,93907,Electric
2019,Marin,Electric,Kia,Niro EV,55,93908,Electric
2019,Marin,Electric,Mitsubishi,i-MiEV,1,93921,Electric
2019,Marin,Electric,Nissan,Leaf,52,93922,Electric
2019,Marin,Electric,Smart,EQ Fortwo,3,93923,Electric
2019,Marin,Electric,Smart,Fortwo Electric Drive,1,93924,Electric
2019,Marin,Electric,Tesla,Model 3,777,93933,Electric
2019,Marin,Electric,Tesla,Model S,120,93940,Electric
2019,Marin,Electric,Tesla,Model X,91,93950,Electric
2019,Marin,Electric,Volkswagen,e-Golf,118,93953,Electric
2019,Marin,PHEV,Audi,A3 Sportback e-tron,1,93955,Electric
2019,Marin,PHEV,BMW,3 Series,11,93960,Electric
2019,Marin,PHEV,BMW,5 Series,42,94002,Electric
2019,Marin,PHEV,BMW,i3 REx,86,94003,Electric
2019,Marin,PHEV,BMW,i8,1,94005,Electric
2019,Marin,PHEV,BMW,X5,10,94010,Electric
2019,Marin,PHEV,Chevrolet,Volt,44,94014,Electric
2019,Marin,PHEV,Chrysler,Pacifica Hybrid,13,94015,Electric
2019,Marin,PHEV,Ford,Fusion Energi,17,94018,Electric
2019,Marin,PHEV,Honda,Clarity PHEV,44,94019,Electric
2019,Marin,PHEV,Hyundai,Ioniq PHEV,7,94020,Electric
2019,Marin,PHEV,Kia,Niro PHEV,51,94022,Electric
2019,Marin,PHEV,Kia,Optima PHEV,4,94023,Electric
2019,Marin,PHEV,Land Rover,Range Rover,3,94024,Electric
2019,Marin,PHEV,Land Rover,Range Rover Sport,1,94025,Electric
2019,Marin,PHEV,Mercedes-Benz,GLC,43,94026,Electric
2019,Marin,PHEV,Mercedes-Benz,GLE,1,94027,Electric
2019,Marin,PHEV,MINI,Countryman PHEV,5,94028,Electric
2019,Marin,PHEV,Mitsubishi,Outlander PHEV,6,94030,Electric
2019,Marin,PHEV,Porsche,Cayenne,9,94037,Electric
2019,Marin,PHEV,Porsche,Panamera,3,94038,Electric
2019,Marin,PHEV,Subaru,Crosstrek,23,94040,Electric
2019,Marin,PHEV,Toyota,Prius Prime,113,94041,Electric
2019,Marin,PHEV,Volvo,S60,1,94042,Electric
2019,Marin,PHEV,Volvo,V60,1,94043,Electric
2019,Marin,PHEV,Volvo,XC60,13,94044,Electric
2019,Marin,PHEV,Volvo,XC90,8,94060,Electric
2019,Marin,Hydrogen,Hyundai,Nexo,2,94061,Electric
2019,Marin,Hydrogen,Toyota,Mirai,10,94062,Electric
2019,Mariposa,Electric,Chevrolet,Bolt EV,1,94063,Electric
2019,Mariposa,Electric,Hyundai,Kona EV,1,94064,Electric
2019,Mariposa,Electric,Tesla,Model 3,7,94065,Electric
2019,Mariposa,Electric,Tesla,Model S,1,94066,Electric
2019,Mariposa,PHEV,Ford,Fusion Energi,1,94070,Electric
2019,Mariposa,PHEV,Subaru,Crosstrek,1,94080,Electric
2019,Mariposa,PHEV,Toyota,Prius Prime,3,94083,Electric
2019,Mendocino,Electric,Audi,e-tron,1,94085,Electric
2019,Mendocino,Electric,Chevrolet,Bolt EV,11,94086,Electric
2019,Mendocino,Electric,Honda,Clarity Electric,1,94087,Electric
2019,Mendocino,Electric,Hyundai,Kona EV,1,94089,Electric
2019,Mendocino,Electric,Jaguar,I-PACE,2,94102,Electric
2019,Mendocino,Electric,Kia,Niro EV,1,94103,Electric
2019,Mendocino,Electric,Nissan,Leaf,6,94104,Electric
2019,Mendocino,Electric,Smart,Fortwo Electric Drive,2,94105,Electric
2019,Mendocino,Electric,Tesla,Model 3,25,94107,Electric
2019,Mendocino,Electric,Tesla,Model S,1,94108,Electric
2019,Mendocino,Electric,Tesla,Model X,4,94109,Electric
2019,Mendocino,Electric,Volkswagen,e-Golf,1,94110,Electric
2019,Mendocino,PHEV,Audi,A3 Sportback e-tron,1,94111,Electric
2019,Mendocino,PHEV,BMW,3 Series,1,94112,Electric
2019,Mendocino,PHEV,BMW,5 Series,1,94114,Electric
2019,Mendocino,PHEV,BMW,i3 REx,1,94115,Electric
2019,Mendocino,PHEV,BMW,X5,1,94116,Electric
2019,Mendocino,PHEV,Chevrolet,Volt,6,94117,Electric
2019,Mendocino,PHEV,Chrysler,Pacifica Hybrid,4,94118,Electric
2019,Mendocino,PHEV,Ford,C-MAX Energi,1,94121,Electric
2019,Mendocino,PHEV,Honda,Clarity PHEV,5,94122,Electric
2019,Mendocino,PHEV,Hyundai,Ioniq PHEV,1,94123,Electric
2019,Mendocino,PHEV,Hyundai,Sonata PHEV,2,94124,Electric
2019,Mendocino,PHEV,Kia,Niro PHEV,2,94127,Electric
2019,Mendocino,PHEV,Subaru,Crosstrek,5,94128,Electric
2019,Mendocino,PHEV,Toyota,Prius Prime,18,94129,Electric
2019,Mendocino,PHEV,Volvo,XC90,2,94130,Electric
2019,Merced,Electric,BMW,i3,1,94131,Electric
2019,Merced,Electric,Chevrolet,Bolt EV,8,94132,Electric
2019,Merced,Electric,Hyundai,Ioniq Electric,2,94133,Electric
2019,Merced,Electric,Hyundai,Kona EV,2,94134,Electric
2019,Merced,Electric,Jaguar,I-PACE,1,94158,Electric
2019,Merced,Electric,Nissan,Leaf,1,94159,Electric
2019,Merced,Electric,Tesla,Model 3,59,94301,Electric
2019,Merced,Electric,Tesla,Model S,3,94303,Electric
2019,Merced,Electric,Tesla,Model X,9,94304,Electric
2019,Merced,Electric,Volkswagen,e-Golf,1,94305,Electric
2019,Merced,PHEV,BMW,3 Series,1,94306,Electric
2019,Merced,PHEV,BMW,5 Series,1,94309,Electric
2019,Merced,PHEV,Chevrolet,Volt,7,94401,Electric
2019,Merced,PHEV,Chrysler,Pacifica Hybrid,6,94402,Electric
2019,Merced,PHEV,Ford,Fusion Energi,9,94403,Electric
2019,Merced,PHEV,Honda,Clarity PHEV,8,94404,Electric
2019,Merced,PHEV,Hyundai,Ioniq PHEV,2,94501,Electric
2019,Merced,PHEV,Hyundai,Sonata PHEV,1,94502,Electric
2019,Merced,PHEV,Kia,Niro PHEV,1,94503,Electric
2019,Merced,PHEV,Kia,Optima PHEV,1,94505,Electric
2019,Merced,PHEV,Mercedes-Benz,GLC,1,94506,Electric
2019,Merced,PHEV,Mitsubishi,Outlander PHEV,1,94507,Electric
2019,Merced,PHEV,Subaru,Crosstrek,3,94508,Electric
2019,Merced,PHEV,Toyota,Prius Prime,19,94509,Electric
2019,Merced,PHEV,Volvo,XC90,1,94510,Electric
2019,Mono,Electric,Tesla,Model 3,7,94511,Electric
2019,Mono,Electric,Tesla,Model X,3,94513,Electric
2019,Mono,PHEV,BMW,X5,1,94514,Electric
2019,Monterey,Electric,Audi,e-tron,12,94515,Electric
2019,Monterey,Electric,BMW,i3,7,94517,Electric
2019,Monterey,Electric,Chevrolet,Bolt EV,43,94518,Electric
2019,Monterey,Electric,Honda,Clarity Electric,2,94519,Electric
2019,Monterey,Electric,Hyundai,Ioniq Electric,4,94520,Electric
2019,Monterey,Electric,Hyundai,Kona EV,8,94521,Electric
2019,Monterey,Electric,Jaguar,I-PACE,3,94523,Electric
2019,Monterey,Electric,Kia,Niro EV,12,94525,Electric
2019,Monterey,Electric,Nissan,Leaf,15,94526,Electric
2019,Monterey,Electric,Tesla,Model 3,218,94528,Electric
2019,Monterey,Electric,Tesla,Model S,23,94530,Electric
2019,Monterey,Electric,Tesla,Model X,29,94531,Electric
2019,Monterey,Electric,Volkswagen,e-Golf,10,94533,Electric
2019,Monterey,PHEV,Audi,A3 Sportback e-tron,1,94534,Electric
2019,Monterey,PHEV,BMW,3 Series,2,94535,Electric
2019,Monterey,PHEV,BMW,5 Series,13,94536,Electric
2019,Monterey,PHEV,BMW,7 Series,1,94537,Electric
2019,Monterey,PHEV,BMW,i3 REx,11,94538,Electric
2019,Monterey,PHEV,BMW,X5,4,94539,Electric
2019,Monterey,PHEV,Chevrolet,Volt,13,94541,Electric
2019,Monterey,PHEV,Chrysler,Pacifica Hybrid,10,94542,Electric
2019,Monterey,PHEV,Ford,C-MAX Energi,1,94544,Electric
2019,Monterey,PHEV,Ford,Fusion Energi,6,94545,Electric
2019,Monterey,PHEV,Honda,Clarity PHEV,19,94546,Electric
2019,Monterey,PHEV,Hyundai,Ioniq PHEV,3,94547,Electric
2019,Monterey,PHEV,Hyundai,Sonata PHEV,2,94549,Electric
2019,Monterey,PHEV,Kia,Niro PHEV,8,94550,Electric
2019,Monterey,PHEV,Kia,Optima PHEV,1,94551,Electric
2019,Monterey,PHEV,Mercedes-Benz,GLC,15,94552,Electric
2019,Monterey,PHEV,MINI,Countryman PHEV,1,94553,Electric
2019,Monterey,PHEV,Mitsubishi,Outlander PHEV,3,94555,Electric
2019,Monterey,PHEV,Porsche,Cayenne,4,94556,Electric
2019,Monterey,PHEV,Porsche,Panamera,2,94558,Electric
2019,Monterey,PHEV,Subaru,Crosstrek,7,94559,Electric
2019,Monterey,PHEV,Toyota,Prius Prime,64,94560,Electric
2019,Monterey,PHEV,Volvo,XC60,1,94561,Electric
2019,Monterey,PHEV,Volvo,XC90,1,94562,Electric
2019,Monterey,Hydrogen,Honda,Clarity Fuel Cell,1,94563,Electric
2019,Monterey,Hydrogen,Hyundai,Nexo,1,94564,Electric
2019,Monterey,Hydrogen,Toyota,Mirai,1,94565,Electric
2019,Napa,Electric,Audi,e-tron,7,94566,Electric
2019,Napa,Electric,BMW,i3,3,94567,Electric
2019,Napa,Electric,Chevrolet,Bolt EV,25,94568,Electric
2019,Napa,Electric,FIAT,500e,2,94571,Electric
2019,Napa,Electric,Honda,Clarity Electric,1,94572,Electric
2019,Napa,Electric,Hyundai,Kona EV,3,94573,Electric
2019,Napa,Electric,Jaguar,I-PACE,3,94574,Electric
2019,Napa,Electric,Kia,Niro EV,2,94577,Electric
2019,Napa,Electric,Nissan,Leaf,12,94578,Electric
2019,Napa,Electric,Tesla,Model 3,169,94579,Electric
2019,Napa,Electric,Tesla,Model S,28,94580,Electric
2019,Napa,Electric,Tesla,Model X,24,94581,Electric
2019,Napa,Electric,Volkswagen,e-Golf,6,94582,Electric
2019,Napa,PHEV,BMW,3 Series,4,94583,Electric
2019,Napa,PHEV,BMW,5 Series,6,94585,Electric
2019,Napa,PHEV,BMW,i3 REx,22,94586,Electric
2019,Napa,PHEV,BMW,i8,1,94587,Electric
2019,Napa,PHEV,BMW,X5,3,94588,Electric
2019,Napa,PHEV,Chevrolet,Volt,15,94589,Electric
2019,Napa,PHEV,Chrysler,Pacifica Hybrid,9,94590,Electric
2019,Napa,PHEV,Ford,C-MAX Energi,1,94591,Electric
2019,Napa,PHEV,Ford,Fusion Energi,7,94592,Electric
2019,Napa,PHEV,Honda,Clarity PHEV,20,94595,Electric
2019,Napa,PHEV,Hyundai,Ioniq PHEV,3,94596,Electric
2019,Napa,PHEV,Kia,Niro PHEV,5,94597,Electric
2019,Napa,PHEV,Land Rover,Range Rover,1,94598,Electric
2019,Napa,PHEV,Mercedes-Benz,GLC,7,94599,Electric
2019,Napa,PHEV,MINI,Countryman PHEV,3,94601,Electric
2019,Napa,PHEV,Mitsubishi,Outlander PHEV,1,94602,Electric
2019,Napa,PHEV,Porsche,Cayenne,1,94603,Electric
2019,Napa,PHEV,Subaru,Crosstrek,5,94605,Electric
2019,Napa,PHEV,Toyota,Prius Prime,59,94606,Electric
2019,Napa,PHEV,Volvo,XC90,1,94607,Electric
2019,Napa,Hydrogen,Honda,Clarity Fuel Cell,1,94608,Electric
2019,Nevada,Electric,Audi,e-tron,3,94609,Electric
2019,Nevada,Electric,BMW,i3,1,94610,Electric
2019,Nevada,Electric,Chevrolet,Bolt EV,14,94611,Electric
2019,Nevada,Electric,Hyundai,Ioniq Electric,1,94612,Electric
2019,Nevada,Electric,Kia,Niro EV,1,94613,Electric
2019,Nevada,Electric,Nissan,Leaf,3,94618,Electric
2019,Nevada,Electric,Tesla,Model 3,66,94619,Electric
2019,Nevada,Electric,Tesla,Model S,6,94621,Electric
2019,Nevada,Electric,Tesla,Model X,7,94702,Electric
2019,Nevada,PHEV,BMW,5 Series,2,94703,Electric
2019,Nevada,PHEV,BMW,i3 REx,1,94704,Electric
2019,Nevada,PHEV,Chevrolet,Volt,3,94705,Electric
2019,Nevada,PHEV,Ford,Fusion Energi,4,94706,Electric
2019,Nevada,PHEV,Honda,Clarity PHEV,9,94707,Electric
2019,Nevada,PHEV,Hyundai,Ioniq PHEV,1,94708,Electric
2019,Nevada,PHEV,Kia,Niro PHEV,4,94709,Electric
2019,Nevada,PHEV,Mercedes-Benz,GLC,3,94710,Electric
2019,Nevada,PHEV,MINI,Countryman PHEV,2,94801,Electric
2019,Nevada,PHEV,Mitsubishi,Outlander PHEV,1,94803,Electric
2019,Nevada,PHEV,Subaru,Crosstrek,14,94804,Electric
2019,Nevada,PHEV,Toyota,Prius Prime,12,94805,Electric
2019,Nevada,PHEV,Volvo,XC90,1,94806,Electric
2019,Orange,Electric,Audi,e-tron,136,94807,Electric
2019,Orange,Electric,BMW,i3,223,94901,Electric
2019,Orange,Electric,Chevrolet,Bolt EV,574,94903,Electric
2019,Orange,Electric,Chevrolet,Spark EV,1,94904,Electric
2019,Orange,Electric,FIAT,500e,39,94920,Electric
2019,Orange,Electric,Ford,Focus,5,94922,Electric
2019,Orange,Electric,Honda,Clarity Electric,70,94923,Electric
2019,Orange,Electric,Hyundai,Ioniq Electric,125,94924,Electric
2019,Orange,Electric,Hyundai,Kona EV,224,94925,Electric
2019,Orange,Electric,Jaguar,I-PACE,71,94928,Electric
2019,Orange,Electric,Kia,Niro EV,87,94929,Electric
2019,Orange,Electric,Kia,Soul EV,1,94930,Electric
2019,Orange,Electric,Nissan,Leaf,252,94931,Electric
2019,Orange,Electric,Porsche,Taycan,1,94933,Electric
2019,Orange,Electric,Smart,EQ Fortwo,19,94937,Electric
2019,Orange,Electric,Smart,Fortwo Electric Drive,19,94938,Electric
2019,Orange,Electric,Tesla,Model 3,7516,94939,Electric
2019,Orange,Electric,Tesla,Model S,865,94941,Electric
2019,Orange,Electric,Tesla,Model X,1122,94942,Electric
2019,Orange,Electric,Volkswagen,e-Golf,197,94945,Electric
2019,Orange,PHEV,Audi,A3 Sportback e-tron,19,94947,Electric
2019,Orange,PHEV,BMW,3 Series,192,94949,Electric
2019,Orange,PHEV,BMW,5 Series,736,94951,Electric
2019,Orange,PHEV,BMW,7 Series,21,94952,Electric
2019,Orange,PHEV,BMW,i3 REx,407,94954,Electric
2019,Orange,PHEV,BMW,i8,63,94955,Electric
2019,Orange,PHEV,BMW,X5,92,94956,Electric
2019,Orange,PHEV,Cadillac,ELR,2,94957,Electric
2019,Orange,PHEV,Chevrolet,Volt,632,94960,Electric
2019,Orange,PHEV,Chrysler,Pacifica Hybrid,143,94963,Electric
2019,Orange,PHEV,Ford,C-MAX Energi,12,94965,Electric
2019,Orange,PHEV,Ford,Fusion Energi,461,94966,Electric
2019,Orange,PHEV,Honda,Clarity PHEV,1171,94970,Electric
2019,Orange,PHEV,Hyundai,Ioniq PHEV,304,94973,Electric
2019,Orange,PHEV,Hyundai,Sonata PHEV,79,94979,Electric
2019,Orange,PHEV,Karma,Revero,5,95002,Electric
2019,Orange,PHEV,Kia,Niro PHEV,196,95003,Electric
2019,Orange,PHEV,Kia,Optima PHEV,25,95005,Electric
2019,Orange,PHEV,Land Rover,Range Rover,3,95006,Electric
2019,Orange,PHEV,Land Rover,Range Rover Sport,6,95007,Electric
2019,Orange,PHEV,Mercedes-Benz,C-Class,1,95008,Electric
2019,Orange,PHEV,Mercedes-Benz,GLC,504,95009,Electric
2019,Orange,PHEV,Mercedes-Benz,GLE,6,95010,Electric
2019,Orange,PHEV,Mercedes-Benz,S-Class,3,95011,Electric
2019,Orange,PHEV,MINI,Countryman PHEV,12,95012,Electric
2019,Orange,PHEV,Mitsubishi,Outlander PHEV,90,95014,Electric
2019,Orange,PHEV,Porsche,Cayenne,52,95015,Electric
2019,Orange,PHEV,Porsche,Panamera,30,95018,Electric
2019,Orange,PHEV,Subaru,Crosstrek,92,95020,Electric
2019,Orange,PHEV,Toyota,Prius Prime,1590,95023,Electric
2019,Orange,PHEV,Volvo,S60,7,95030,Electric
2019,Orange,PHEV,Volvo,S90,12,95031,Electric
2019,Orange,PHEV,Volvo,XC60,53,95032,Electric
2019,Orange,PHEV,Volvo,XC90,58,95033,Electric
2019,Orange,Hydrogen,Honda,Clarity Fuel Cell,36,95035,Electric
2019,Orange,Hydrogen,Hyundai,Nexo,51,95036,Electric
2019,Orange,Hydrogen,Toyota,Mirai,353,95037,Electric
2019,Placer,Electric,Audi,e-tron,11,95041,Electric
2019,Placer,Electric,BMW,i3,4,95045,Electric
2019,Placer,Electric,Chevrolet,Bolt EV,43,95046,Electric
2019,Placer,Electric,Honda,Clarity Electric,7,95050,Electric
2019,Placer,Electric,Hyundai,Ioniq Electric,15,95051,Electric
2019,Placer,Electric,Hyundai,Kona EV,19,95053,Electric
2019,Placer,Electric,Jaguar,I-PACE,5,95054,Electric
2019,Placer,Electric,Kia,Niro EV,14,95056,Electric
2019,Placer,Electric,Nissan,Leaf,38,95060,Electric
2019,Placer,Electric,Tesla,Model 3,550,95061,Electric
2019,Placer,Electric,Tesla,Model S,62,95062,Electric
2019,Placer,Electric,Tesla,Model X,70,95063,Electric
2019,Placer,Electric,Volkswagen,e-Golf,13,95065,Electric
2019,Placer,PHEV,BMW,3 Series,4,95066,Electric
2019,Placer,PHEV,BMW,5 Series,22,95067,Electric
2019,Placer,PHEV,BMW,i3 REx,11,95070,Electric
2019,Placer,PHEV,BMW,i8,1,95073,Electric
2019,Placer,PHEV,BMW,X5,3,95076,Electric
2019,Placer,PHEV,Chevrolet,Volt,37,95110,Electric
2019,Placer,PHEV,Chrysler,Pacifica Hybrid,17,95111,Electric
2019,Placer,PHEV,Ford,Fusion Energi,37,95112,Electric
2019,Placer,PHEV,Honda,Clarity PHEV,48,95113,Electric
2019,Placer,PHEV,Hyundai,Ioniq PHEV,10,95116,Electric
2019,Placer,PHEV,Hyundai,Sonata PHEV,8,95117,Electric
2019,Placer,PHEV,Kia,Niro PHEV,19,95118,Electric
2019,Placer,PHEV,Kia,Optima PHEV,3,95119,Electric
2019,Placer,PHEV,Land Rover,Range Rover,1,95120,Electric
2019,Placer,PHEV,Land Rover,Range Rover Sport,2,95121,Electric
2019,Placer,PHEV,Mercedes-Benz,GLC,21,95122,Electric
2019,Placer,PHEV,MINI,Countryman PHEV,3,95123,Electric
2019,Placer,PHEV,Mitsubishi,Outlander PHEV,10,95124,Electric
2019,Placer,PHEV,Porsche,Cayenne,1,95125,Electric
2019,Placer,PHEV,Porsche,Panamera,3,95126,Electric
2019,Placer,PHEV,Subaru,Crosstrek,7,95127,Electric
2019,Placer,PHEV,Toyota,Prius Prime,100,95128,Electric
