Data Year,County,FUEL_TYPE,MAKE,MODEL,Number of Vehicles,ZIP,Fuel Type
2021,San Francisco,Electric,Volkswagen,e-Golf,8,95451,PHEV
2021,San Francisco,Electric,Volkswagen,ID.4,139,95452,PHEV
2021,San Francisco,Electric,Volvo,XC40,62,95453,PHEV
2021,San Francisco,PHEV,Audi,A3 Sportback e-tron,4,95454,PHEV
2021,San Francisco,PHEV,Audi,A7,3,95456,PHEV
2021,San Francisco,PHEV,Audi,Q5,125,95459,PHEV
2021,San Francisco,PHEV,BMW,3 Series,83,95460,PHEV
2021,San Francisco,PHEV,BMW,5 Series,43,95461,PHEV
2021,San Francisco,PHEV,BMW,i3 REx,75,95462,PHEV
2021,San Francisco,PHEV,BMW,i8,4,95463,PHEV
2021,San Francisco,PHEV,BMW,X3,85,95465,PHEV
2021,San Francisco,PHEV,BMW,X5,88,95467,PHEV
2021,San Francisco,PHEV,Chevrolet,Volt,2,95468,PHEV
2021,San Francisco,PHEV,Chrysler,Pacifica Hybrid,40,95469,PHEV
2021,San Francisco,PHEV,Ferrari,SF90 Stradale,3,95470,PHEV
2021,San Francisco,PHEV,Ford,Escape PHEV,10,95472,PHEV
2021,San Francisco,PHEV,Ford,Fusion Energi,5,95473,PHEV
2021,San Francisco,PHEV,Honda,Clarity PHEV,31,95476,PHEV
2021,San Francisco,PHEV,Hyundai,Ioniq PHEV,27,95482,PHEV
2021,San Francisco,PHEV,Hyundai,Santa Fe PHEV,5,95485,PHEV
2021,San Francisco,PHEV,Hyundai,Tucson PHEV,3,95486,PHEV
2021,San Francisco,PHEV,Jeep,Wrangler Unlimited,64,95487,PHEV
2021,San Francisco,PHEV,Kia,Niro PHEV,31,95488,PHEV
2021,San Francisco,PHEV,Kia,Optima PHEV,1,95490,PHEV
2021,San Francisco,PHEV,Kia,Sorento PHEV,1,95492,PHEV
2021,San Francisco,PHEV,Land Rover,Range Rover,6,95497,PHEV
2021,San Francisco,PHEV,Land Rover,Range Rover Sport,8,95501,PHEV
2021,San Francisco,PHEV,Lincoln,Aviator,1,95502,PHEV
2021,San Francisco,PHEV,Mercedes-Benz,GLC,1,95503,PHEV
2021,San Francisco,PHEV,MINI,Countryman PHEV,13,95514,PHEV
2021,San Francisco,PHEV,Mitsubishi,Outlander PHEV,4,95518,PHEV
2021,San Francisco,PHEV,Porsche,Cayenne,14,95519,PHEV
2021,San Francisco,PHEV,Porsche,Panamera,2,95521,PHEV
2021,San Francisco,PHEV,Subaru,Crosstrek,65,95524,PHEV
2021,San Francisco,PHEV,Toyota,Prius Prime,346,95528,PHEV
2021,San Francisco,PHEV,Toyota,RAV4 Prime,277,95531,PHEV
2021,San Francisco,PHEV,Volvo,S60,10,95540,PHEV
2021,San Francisco,PHEV,Volvo,S90,1,95542,PHEV
2021,San Francisco,PHEV,Volvo,V60,2,95548,PHEV
2021,San Francisco,PHEV,Volvo,XC60,92,95549,PHEV
2021,San Francisco,PHEV,Volvo,XC90,158,95551,PHEV
2021,San Francisco,Hydrogen,Honda,Clarity Fuel Cell,9,95553,PHEV
2021,San Francisco,Hydrogen,Hyundai,Nexo,7,95560,PHEV
2021,San Francisco,Hydrogen,Toyota,Mirai,65,95563,PHEV
2021,San Joaquin,Electric,Audi,e-tron,15,95570,PHEV
2021,San Joaquin,Electric,Audi,e-tron GT,2,95573,PHEV
2021,San Joaquin,Electric,Audi,e-tron Sportback,6,95602,PHEV
2021,San Joaquin,Electric,BMW,i3,1,95603,PHEV
2021,San Joaquin,Electric,Chevrolet,Bolt EUV,15,95605,PHEV
2021,San Joaquin,Electric,Chevrolet,Bolt EV,274,95606,PHEV
2021,San Joaquin,Electric,FIAT,500e,2,95608,PHEV
2021,San Joaquin,Electric,Ford,Mustang Mach-E,85,95609,PHEV
2021,San Joaquin,Electric,Hyundai,Ioniq Electric,12,95610,PHEV
2021,San Joaquin,Electric,Hyundai,Kona EV,29,95613,PHEV
2021,San Joaquin,Electric,Jaguar,I-PACE,3,95614,PHEV
2021,San Joaquin,Electric,Kia,Niro EV,14,95616,PHEV
2021,San Joaquin,Electric,Mercedes-Benz,EQS,1,95617,PHEV
2021,San Joaquin,Electric,MINI,Hardtop 2 Door,4,95618,PHEV
2021,San Joaquin,Electric,Nissan,Leaf,31,95619,PHEV
2021,San Joaquin,Electric,Polestar,2,3,95620,PHEV
2021,San Joaquin,Electric,Porsche,Taycan,9,95621,PHEV
2021,San Joaquin,Electric,Tesla,Model 3,974,95623,PHEV
2021,San Joaquin,Electric,Tesla,Model S,66,95624,PHEV
2021,San Joaquin,Electric,Tesla,Model X,16,95626,PHEV
2021,San Joaquin,Electric,Tesla,Model Y,763,95627,PHEV
2021,San Joaquin,Electric,Volkswagen,e-Golf,4,95628,PHEV
2021,San Joaquin,Electric,Volkswagen,ID.4,55,95630,PHEV
2021,San Joaquin,Electric,Volvo,XC40,5,95631,PHEV
2021,San Joaquin,PHEV,Audi,A7,1,95632,PHEV
2021,San Joaquin,PHEV,Audi,Q5,11,95633,PHEV
2021,San Joaquin,PHEV,BMW,3 Series,15,95634,PHEV
2021,San Joaquin,PHEV,BMW,5 Series,16,95636,PHEV
2021,San Joaquin,PHEV,BMW,i3 REx,2,95640,PHEV
2021,San Joaquin,PHEV,BMW,X3,10,95642,PHEV
2021,San Joaquin,PHEV,BMW,X5,16,95648,PHEV
2021,San Joaquin,PHEV,Chevrolet,Volt,3,95650,PHEV
2021,San Joaquin,PHEV,Chrysler,Pacifica Hybrid,48,95651,PHEV
2021,San Joaquin,PHEV,Ford,Escape PHEV,2,95652,PHEV
2021,San Joaquin,PHEV,Ford,Fusion Energi,12,95655,PHEV
2021,San Joaquin,PHEV,Honda,Clarity PHEV,49,95658,PHEV
2021,San Joaquin,PHEV,Hyundai,Ioniq PHEV,14,95659,PHEV
2021,San Joaquin,PHEV,Hyundai,Santa Fe PHEV,6,95660,PHEV
2021,San Joaquin,PHEV,Hyundai,Tucson PHEV,7,95661,PHEV
2021,San Joaquin,PHEV,Jeep,Wrangler Unlimited,70,95662,PHEV
2021,San Joaquin,PHEV,Kia,Niro PHEV,10,95663,PHEV
2021,San Joaquin,PHEV,Kia,Sorento PHEV,3,95667,PHEV
2021,San Joaquin,PHEV,Land Rover,Range Rover,1,95670,PHEV
2021,San Joaquin,PHEV,Land Rover,Range Rover Sport,1,95673,PHEV
2021,San Joaquin,PHEV,Lincoln,Aviator,7,95677,PHEV
2021,San Joaquin,PHEV,Lincoln,Corsair,2,95678,PHEV
2021,San Joaquin,PHEV,Mercedes-Benz,GLE,1,95682,PHEV
2021,San Joaquin,PHEV,Mitsubishi,Outlander PHEV,2,95683,PHEV
2021,San Joaquin,PHEV,Porsche,Cayenne,2,95684,PHEV
2021,San Joaquin,PHEV,Porsche,Panamera,1,95685,PHEV
2021,San Joaquin,PHEV,Subaru,Crosstrek,16,95687,PHEV
2021,San Joaquin,PHEV,Toyota,Prius Prime,202,95688,PHEV
2021,San Joaquin,PHEV,Toyota,RAV4 Prime,74,95689,PHEV
2021,San Joaquin,PHEV,Volvo,S60,1,95691,PHEV
2021,San Joaquin,PHEV,Volvo,XC60,5,95693,PHEV
2021,San Joaquin,PHEV,Volvo,XC90,19,95694,PHEV
2021,San Joaquin,Hydrogen,Hyundai,Nexo,1,95695,PHEV
2021,San Joaquin,Hydrogen,Toyota,Mirai,11,95703,PHEV
2021,San Luis Obispo,Electric,Audi,e-tron,4,95709,PHEV
2021,San Luis Obispo,Electric,Audi,e-tron GT,1,95713,PHEV
2021,San Luis Obispo,Electric,Audi,e-tron Sportback,2,95726,PHEV
2021,San Luis Obispo,Electric,BMW,i3,3,95742,PHEV
2021,San Luis Obispo,Electric,Chevrolet,Bolt EUV,9,95746,PHEV
2021,San Luis Obispo,Electric,Chevrolet,Bolt EV,125,95747,PHEV
2021,San Luis Obispo,Electric,Ford,Mustang Mach-E,38,95757,PHEV
2021,San Luis Obispo,Electric,Hyundai,Ioniq Electric,4,95758,PHEV
2021,San Luis Obispo,Electric,Hyundai,Kona EV,27,95762,PHEV
2021,San Luis Obispo,Electric,Jaguar,I-PACE,2,95763,PHEV
2021,San Luis Obispo,Electric,Kia,Niro EV,12,95765,PHEV
2021,San Luis Obispo,Electric,Mazda,MX-30 EV,1,95776,PHEV
2021,San Luis Obispo,Electric,Nissan,Leaf,17,95811,PHEV
2021,San Luis Obispo,Electric,Polestar,2,2,95814,PHEV
2021,San Luis Obispo,Electric,Porsche,Taycan,4,95816,PHEV
2021,San Luis Obispo,Electric,Rivian,R1T,1,95817,PHEV
2021,San Luis Obispo,Electric,Tesla,Model 3,284,95818,PHEV
2021,San Luis Obispo,Electric,Tesla,Model S,27,95819,PHEV
2021,San Luis Obispo,Electric,Tesla,Model X,3,95820,PHEV
2021,San Luis Obispo,Electric,Tesla,Model Y,336,95821,PHEV
2021,San Luis Obispo,Electric,Volkswagen,e-Golf,1,95822,PHEV
2021,San Luis Obispo,Electric,Volkswagen,ID.4,31,95823,PHEV
2021,San Luis Obispo,Electric,Volvo,XC40,17,95825,PHEV
2021,San Luis Obispo,PHEV,Audi,A3 Sportback e-tron,1,95826,PHEV
2021,San Luis Obispo,PHEV,Audi,Q5,7,95827,PHEV
2021,San Luis Obispo,PHEV,BMW,3 Series,5,95828,PHEV
2021,San Luis Obispo,PHEV,BMW,5 Series,16,95829,PHEV
2021,San Luis Obispo,PHEV,BMW,i3 REx,7,95831,PHEV
2021,San Luis Obispo,PHEV,BMW,i8,1,95833,PHEV
2021,San Luis Obispo,PHEV,BMW,X3,14,95834,PHEV
2021,San Luis Obispo,PHEV,BMW,X5,19,95835,PHEV
2021,San Luis Obispo,PHEV,Chrysler,Pacifica Hybrid,20,95838,PHEV
2021,San Luis Obispo,PHEV,Ferrari,SF90 Stradale,1,95841,PHEV
2021,San Luis Obispo,PHEV,Ford,Escape PHEV,3,95842,PHEV
2021,San Luis Obispo,PHEV,Ford,Fusion Energi,3,95843,PHEV
2021,San Luis Obispo,PHEV,Honda,Clarity PHEV,7,95860,PHEV
2021,San Luis Obispo,PHEV,Hyundai,Ioniq PHEV,9,95864,PHEV
2021,San Luis Obispo,PHEV,Hyundai,Santa Fe PHEV,7,95866,PHEV
2021,San Luis Obispo,PHEV,Hyundai,Tucson PHEV,3,95901,PHEV
2021,San Luis Obispo,PHEV,Jeep,Wrangler Unlimited,42,95926,PHEV
2021,San Luis Obispo,PHEV,Kia,Niro PHEV,5,95927,PHEV
2021,San Luis Obispo,PHEV,Kia,Sorento PHEV,5,95928,PHEV
2021,San Luis Obispo,PHEV,Lincoln,Aviator,2,95945,PHEV
2021,San Luis Obispo,PHEV,Mercedes-Benz,GLC,2,95946,PHEV
2021,San Luis Obispo,PHEV,MINI,Countryman PHEV,1,95948,PHEV
2021,San Luis Obispo,PHEV,Porsche,Cayenne,2,95949,PHEV
2021,San Luis Obispo,PHEV,Porsche,Panamera,1,95950,PHEV
2021,San Luis Obispo,PHEV,Subaru,Crosstrek,22,95951,PHEV
2021,San Luis Obispo,PHEV,Toyota,Prius Prime,76,95953,PHEV
2021,San Luis Obispo,PHEV,Toyota,RAV4 Prime,74,95959,PHEV
2021,San Luis Obispo,PHEV,Volvo,S60,2,95962,PHEV
2021,San Luis Obispo,PHEV,Volvo,S90,1,95963,PHEV
2021,San Luis Obispo,PHEV,Volvo,V60,1,95965,PHEV
2021,San Luis Obispo,PHEV,Volvo,XC60,11,95966,PHEV
2021,San Luis Obispo,PHEV,Volvo,XC90,22,95969,PHEV
2021,San Mateo,Electric,Audi,e-tron,82,95971,PHEV
2021,San Mateo,Electric,Audi,e-tron GT,7,95973,PHEV
2021,San Mateo,Electric,Audi,e-tron Sportback,34,95988,PHEV
2021,San Mateo,Electric,Audi,RS e-tron GT,4,95991,PHEV
2021,San Mateo,Electric,BMW,i3,40,95993,PHEV
2021,San Mateo,Electric,Chevrolet,Bolt EUV,20,96001,PHEV
2021,San Mateo,Electric,Chevrolet,Bolt EV,454,96002,PHEV
2021,San Mateo,Electric,Ford,Focus,1,96003,PHEV
2021,San Mateo,Electric,Ford,Mustang Mach-E,140,96007,PHEV
2021,San Mateo,Electric,Honda,Clarity Electric,2,96013,PHEV
2021,San Mateo,Electric,Hyundai,Ioniq Electric,7,96019,PHEV
2021,San Mateo,Electric,Hyundai,Kona EV,46,96024,PHEV
2021,San Mateo,Electric,Jaguar,I-PACE,6,96032,PHEV
2021,San Mateo,Electric,Kia,Niro EV,47,96062,PHEV
2021,San Mateo,Electric,Lucid,Air,1,96067,PHEV
2021,San Mateo,Electric,Mazda,MX-30 EV,2,96069,PHEV
2021,San Mateo,Electric,MINI,Hardtop 2 Door,21,96073,PHEV
2021,San Mateo,Electric,Nissan,Leaf,162,96080,PHEV
2021,San Mateo,Electric,Polestar,2,34,96093,PHEV
2021,San Mateo,Electric,Porsche,Taycan,97,96117,PHEV
2021,San Mateo,Electric,Rivian,R1T,10,96130,PHEV
2021,San Mateo,Electric,Smart,EQ Fortwo,1,96142,PHEV
2021,San Mateo,Electric,Tesla,Model 3,2322,96150,PHEV
2021,San Mateo,Electric,Tesla,Model S,286,96161,PHEV
2021,San Mateo,Electric,Tesla,Model X,91,99999,PHEV
2021,San Mateo,Electric,Tesla,Model Y,2386,90025,Hydrogen
2021,San Mateo,Electric,Volkswagen,e-Golf,21,90034,Hydrogen
2021,San Mateo,Electric,Volkswagen,ID.4,160,90045,Hydrogen
2021,San Mateo,Electric,Volvo,XC40,44,90049,Hydrogen
2021,San Mateo,PHEV,Audi,A3 Sportback e-tron,3,90064,Hydrogen
2021,San Mateo,PHEV,Audi,A7,2,90067,Hydrogen
2021,San Mateo,PHEV,Audi,Q5,85,90068,Hydrogen
2021,San Mateo,PHEV,BMW,3 Series,86,90094,Hydrogen
2021,San Mateo,PHEV,BMW,5 Series,92,90230,Hydrogen
2021,San Mateo,PHEV,BMW,i3 REx,46,90248,Hydrogen
2021,San Mateo,PHEV,BMW,i8,4,90272,Hydrogen
2021,San Mateo,PHEV,BMW,X3,68,90274,Hydrogen
2021,San Mateo,PHEV,BMW,X5,132,90275,Hydrogen
2021,San Mateo,PHEV,Chevrolet,Volt,12,90277,Hydrogen
2021,San Mateo,PHEV,Chrysler,Pacifica Hybrid,92,90291,Hydrogen
2021,San Mateo,PHEV,Ferrari,SF90 Stradale,2,90404,Hydrogen
2021,San Mateo,PHEV,Ford,Escape PHEV,14,90501,Hydrogen
2021,San Mateo,PHEV,Ford,Fusion Energi,7,90509,Hydrogen
2021,San Mateo,PHEV,Honda,Clarity PHEV,78,90720,Hydrogen
2021,San Mateo,PHEV,Hyundai,Ioniq PHEV,10,90732,Hydrogen
2021,San Mateo,PHEV,Hyundai,Santa Fe PHEV,7,90745,Hydrogen
2021,San Mateo,PHEV,Hyundai,Tucson PHEV,3,90803,Hydrogen
2021,San Mateo,PHEV,Jeep,Wrangler Unlimited,78,90815,Hydrogen
2021,San Mateo,PHEV,Kia,Niro PHEV,31,91007,Hydrogen
2021,San Mateo,PHEV,Kia,Sorento PHEV,5,91016,Hydrogen
2021,San Mateo,PHEV,Land Rover,Range Rover,6,91203,Hydrogen
2021,San Mateo,PHEV,Land Rover,Range Rover Sport,9,91324,Hydrogen
2021,San Mateo,PHEV,Lincoln,Aviator,8,91390,Hydrogen
2021,San Mateo,PHEV,Mercedes-Benz,GLC,1,91403,Hydrogen
2021,San Mateo,PHEV,MINI,Countryman PHEV,4,91723,Hydrogen
2021,San Mateo,PHEV,Mitsubishi,Outlander PHEV,6,91745,Hydrogen
2021,San Mateo,PHEV,Porsche,Cayenne,17,91761,Hydrogen
2021,San Mateo,PHEV,Porsche,Panamera,5,91765,Hydrogen
2021,San Mateo,PHEV,Subaru,Crosstrek,44,91789,Hydrogen
2021,San Mateo,PHEV,Toyota,Prius Prime,280,91803,Hydrogen
2021,San Mateo,PHEV,Toyota,RAV4 Prime,179,92067,Hydrogen
2021,San Mateo,PHEV,Volvo,S60,4,92614,Hydrogen
2021,San Mateo,PHEV,Volvo,S90,1,92617,Hydrogen
2021,San Mateo,PHEV,Volvo,V60,4,92620,Hydrogen
2021,San Mateo,PHEV,Volvo,XC60,52,92637,Hydrogen
2021,San Mateo,PHEV,Volvo,XC90,158,92646,Hydrogen
2021,San Mateo,Hydrogen,Honda,Clarity Fuel Cell,17,92647,Hydrogen
2021,San Mateo,Hydrogen,Hyundai,Nexo,10,92660,Hydrogen
2021,San Mateo,Hydrogen,Toyota,Mirai,60,92672,Hydrogen
2021,Santa Barbara,Electric,Audi,e-tron,9,92675,Hydrogen
2021,Santa Barbara,Electric,Audi,e-tron GT,2,92691,Hydrogen
2021,Santa Barbara,Electric,Audi,e-tron Sportback,1,92692,Hydrogen
2021,Santa Barbara,Electric,BMW,i3,7,92694,Hydrogen
2021,Santa Barbara,Electric,Chevrolet,Bolt EUV,9,92705,Hydrogen
2021,Santa Barbara,Electric,Chevrolet,Bolt EV,129,92707,Hydrogen
2021,Santa Barbara,Electric,Ford,Mustang Mach-E,50,92708,Hydrogen
2021,Santa Barbara,Electric,Hyundai,Ioniq Electric,2,92782,Hydrogen
2021,Santa Barbara,Electric,Hyundai,Kona EV,15,92886,Hydrogen
2021,Santa Barbara,Electric,Jaguar,I-PACE,2,92887,Hydrogen
2021,Santa Barbara,Electric,Kia,Niro EV,14,94109,Hydrogen
2021,Santa Barbara,Electric,MINI,Hardtop 2 Door,7,95682,Hydrogen
2021,Santa Barbara,Electric,Nissan,Leaf,28,95691,Hydrogen
2021,Santa Barbara,Electric,Polestar,2,4,99999,Hydrogen
2021,Santa Barbara,Electric,Porsche,Taycan,30,90001,Electric
2021,Santa Barbara,Electric,Rivian,R1T,2,90002,Electric
2021,Santa Barbara,Electric,Tesla,Model 3,498,90003,Electric
2021,Santa Barbara,Electric,Tesla,Model S,68,90004,Electric
2021,Santa Barbara,Electric,Tesla,Model X,15,90005,Electric
2021,Santa Barbara,Electric,Tesla,Model Y,488,90006,Electric
2021,Santa Barbara,Electric,Volkswagen,e-Golf,1,90007,Electric
2021,Santa Barbara,Electric,Volkswagen,ID.4,55,90008,Electric
2021,Santa Barbara,Electric,Volvo,XC40,8,90010,Electric
2021,Santa Barbara,PHEV,Audi,Q5,21,90011,Electric
2021,Santa Barbara,PHEV,Bentley,Bentayga,1,90012,Electric
2021,Santa Barbara,PHEV,BMW,3 Series,27,90013,Electric
2021,Santa Barbara,PHEV,BMW,5 Series,19,90014,Electric
2021,Santa Barbara,PHEV,BMW,i3 REx,5,90015,Electric
2021,Santa Barbara,PHEV,BMW,X3,23,90016,Electric
2021,Santa Barbara,PHEV,BMW,X5,26,90017,Electric
2021,Santa Barbara,PHEV,Chevrolet,Volt,3,90018,Electric
2021,Santa Barbara,PHEV,Chrysler,Pacifica Hybrid,21,90019,Electric
2021,Santa Barbara,PHEV,Ford,Escape PHEV,5,90020,Electric
2021,Santa Barbara,PHEV,Ford,Fusion Energi,2,90021,Electric
2021,Santa Barbara,PHEV,Honda,Clarity PHEV,15,90022,Electric
2021,Santa Barbara,PHEV,Hyundai,Ioniq PHEV,7,90023,Electric
2021,Santa Barbara,PHEV,Hyundai,Santa Fe PHEV,5,90024,Electric
2021,Santa Barbara,PHEV,Hyundai,Tucson PHEV,2,90025,Electric
2021,Santa Barbara,PHEV,Jeep,Wrangler Unlimited,51,90026,Electric
2021,Santa Barbara,PHEV,Kia,Niro PHEV,9,90027,Electric
2021,Santa Barbara,PHEV,Kia,Sorento PHEV,1,90028,Electric
2021,Santa Barbara,PHEV,Land Rover,Range Rover Sport,1,90029,Electric
2021,Santa Barbara,PHEV,Lincoln,Aviator,4,90031,Electric
2021,Santa Barbara,PHEV,MINI,Countryman PHEV,4,90032,Electric
2021,Santa Barbara,PHEV,Mitsubishi,Outlander PHEV,1,90033,Electric
2021,Santa Barbara,PHEV,Porsche,Cayenne,3,90034,Electric
2021,Santa Barbara,PHEV,Porsche,Panamera,2,90035,Electric
2021,Santa Barbara,PHEV,Subaru,Crosstrek,12,90036,Electric
2021,Santa Barbara,PHEV,Toyota,Prius Prime,89,90038,Electric
2021,Santa Barbara,PHEV,Toyota,RAV4 Prime,85,90039,Electric
2021,Santa Barbara,PHEV,Volvo,S60,3,90040,Electric
2021,Santa Barbara,PHEV,Volvo,V60,1,90041,Electric
2021,Santa Barbara,PHEV,Volvo,XC60,6,90042,Electric
2021,Santa Barbara,PHEV,Volvo,XC90,22,90043,Electric
2021,Santa Barbara,Hydrogen,Honda,Clarity Fuel Cell,7,90044,Electric
2021,Santa Barbara,Hydrogen,Hyundai,Nexo,1,90045,Electric
2021,Santa Barbara,Hydrogen,Toyota,Mirai,20,90046,Electric
2021,Santa Clara,Electric,Audi,e-tron,131,90047,Electric
2021,Santa Clara,Electric,Audi,e-tron GT,12,90048,Electric
2021,Santa Clara,Electric,Audi,e-tron Sportback,43,90049,Electric
2021,Santa Clara,Electric,Audi,RS e-tron GT,7,90053,Electric
2021,Santa Clara,Electric,BMW,i3,90,90056,Electric
2021,Santa Clara,Electric,Chevrolet,Bolt EUV,86,90057,Electric
2021,Santa Clara,Electric,Chevrolet,Bolt EV,1798,90058,Electric
2021,Santa Clara,Electric,FIAT,500e,1,90059,Electric
2021,Santa Clara,Electric,Ford,Focus,7,90061,Electric
2021,Santa Clara,Electric,Ford,Mustang Mach-E,447,90062,Electric
2021,Santa Clara,Electric,Honda,Clarity Electric,2,90063,Electric
2021,Santa Clara,Electric,Hyundai,Ioniq Electric,55,90064,Electric
2021,Santa Clara,Electric,Hyundai,Kona EV,172,90065,Electric
2021,Santa Clara,Electric,Jaguar,I-PACE,458,90066,Electric
2021,Santa Clara,Electric,Kia,Niro EV,142,90067,Electric
2021,Santa Clara,Electric,Lucid,Air,4,90068,Electric
2021,Santa Clara,Electric,Mazda,MX-30 EV,6,90069,Electric
2021,Santa Clara,Electric,MINI,Hardtop 2 Door,52,90071,Electric
2021,Santa Clara,Electric,Nissan,Leaf,652,90077,Electric
2021,Santa Clara,Electric,Polestar,2,93,90094,Electric
2021,Santa Clara,Electric,Porsche,Taycan,140,90095,Electric
2021,Santa Clara,Electric,Rivian,R1T,43,90201,Electric
2021,Santa Clara,Electric,Tesla,Model 3,6270,90209,Electric
2021,Santa Clara,Electric,Tesla,Model S,658,90210,Electric
2021,Santa Clara,Electric,Tesla,Model X,233,90211,Electric
2021,Santa Clara,Electric,Tesla,Model Y,5911,90212,Electric
2021,Santa Clara,Electric,Volkswagen,e-Golf,53,90213,Electric
2021,Santa Clara,Electric,Volkswagen,ID.4,408,90220,Electric
2021,Santa Clara,Electric,Volvo,XC40,88,90221,Electric
2021,Santa Clara,PHEV,Audi,A3 Sportback e-tron,4,90222,Electric
2021,Santa Clara,PHEV,Audi,A7,4,90230,Electric
2021,Santa Clara,PHEV,Audi,Q5,152,90232,Electric
2021,Santa Clara,PHEV,BMW,3 Series,268,90240,Electric
2021,Santa Clara,PHEV,BMW,5 Series,263,90241,Electric
2021,Santa Clara,PHEV,BMW,7 Series,4,90242,Electric
2021,Santa Clara,PHEV,BMW,i3 REx,99,90245,Electric
2021,Santa Clara,PHEV,BMW,i8,7,90247,Electric
2021,Santa Clara,PHEV,BMW,X3,159,90248,Electric
2021,Santa Clara,PHEV,BMW,X5,281,90249,Electric
2021,Santa Clara,PHEV,Chevrolet,Volt,47,90250,Electric
2021,Santa Clara,PHEV,Chrysler,Pacifica Hybrid,350,90254,Electric
2021,Santa Clara,PHEV,Ford,Escape PHEV,40,90255,Electric
2021,Santa Clara,PHEV,Ford,Fusion Energi,37,90260,Electric
2021,Santa Clara,PHEV,Honda,Clarity PHEV,278,90262,Electric
2021,Santa Clara,PHEV,Hyundai,Ioniq PHEV,75,90264,Electric
2021,Santa Clara,PHEV,Hyundai,Santa Fe PHEV,43,90265,Electric
2021,Santa Clara,PHEV,Hyundai,Tucson PHEV,21,90266,Electric
2021,Santa Clara,PHEV,Jeep,Wrangler Unlimited,176,90270,Electric
2021,Santa Clara,PHEV,Karma,GS-6,1,90272,Electric
2021,Santa Clara,PHEV,Kia,Niro PHEV,81,90274,Electric
2021,Santa Clara,PHEV,Kia,Optima PHEV,1,90275,Electric
2021,Santa Clara,PHEV,Kia,Sorento PHEV,18,90277,Electric
2021,Santa Clara,PHEV,Land Rover,Range Rover,5,90278,Electric
2021,Santa Clara,PHEV,Land Rover,Range Rover Sport,4,90280,Electric
2021,Santa Clara,PHEV,Lincoln,Aviator,16,90290,Electric
2021,Santa Clara,PHEV,Lincoln,Corsair,2,90291,Electric
2021,Santa Clara,PHEV,Mercedes-Benz,GLC,12,90292,Electric
2021,Santa Clara,PHEV,MINI,Countryman PHEV,18,90293,Electric
2021,Santa Clara,PHEV,Mitsubishi,Outlander PHEV,24,90294,Electric
2021,Santa Clara,PHEV,Porsche,Cayenne,30,90295,Electric
2021,Santa Clara,PHEV,Porsche,Panamera,3,90301,Electric
2021,Santa Clara,PHEV,Subaru,Crosstrek,99,90302,Electric
2021,Santa Clara,PHEV,Toyota,Prius Prime,883,90303,Electric
2021,Santa Clara,PHEV,Toyota,RAV4 Prime,528,90304,Electric
2021,Santa Clara,PHEV,Volvo,S60,15,90305,Electric
2021,Santa Clara,PHEV,Volvo,S90,5,90401,Electric
2021,Santa Clara,PHEV,Volvo,V60,5,90402,Electric
2021,Santa Clara,PHEV,Volvo,XC60,100,90403,Electric
2021,Santa Clara,PHEV,Volvo,XC90,257,90404,Electric
2021,Santa Clara,Hydrogen,Honda,Clarity Fuel Cell,30,90405,Electric
2021,Santa Clara,Hydrogen,Hyundai,Nexo,41,90501,Electric
2021,Santa Clara,Hydrogen,Toyota,Mirai,278,90502,Electric
2021,Santa Cruz,Electric,Audi,e-tron,6,90503,Electric
2021,Santa Cruz,Electric,Audi,e-tron Sportback,4,90504,Electric
2021,Santa Cruz,Electric,BMW,i3,4,90505,Electric
2021,Santa Cruz,Electric,Chevrolet,Bolt EUV,7,90601,Electric
2021,Santa Cruz,Electric,Chevrolet,Bolt EV,145,90602,Electric
2021,Santa Cruz,Electric,Ford,Mustang Mach-E,40,90603,Electric
2021,Santa Cruz,Electric,Hyundai,Kona EV,32,90604,Electric
2021,Santa Cruz,Electric,Jaguar,I-PACE,3,90605,Electric
2021,Santa Cruz,Electric,Kia,Niro EV,22,90606,Electric
2021,Santa Cruz,Electric,MINI,Hardtop 2 Door,11,90620,Electric
2021,Santa Cruz,Electric,Nissan,Leaf,31,90621,Electric
2021,Santa Cruz,Electric,Polestar,2,4,90623,Electric
2021,Santa Cruz,Electric,Porsche,Taycan,4,90630,Electric
2021,Santa Cruz,Electric,Rivian,R1T,4,90631,Electric
2021,Santa Cruz,Electric,Tesla,Model 3,328,90638,Electric
2021,Santa Cruz,Electric,Tesla,Model S,35,90640,Electric
2021,Santa Cruz,Electric,Tesla,Model X,17,90650,Electric
2021,Santa Cruz,Electric,Tesla,Model Y,364,90660,Electric
2021,Santa Cruz,Electric,Volkswagen,e-Golf,2,90670,Electric
2021,Santa Cruz,Electric,Volkswagen,ID.4,47,90680,Electric
2021,Santa Cruz,Electric,Volvo,XC40,12,90701,Electric
2021,Santa Cruz,PHEV,Audi,Q5,12,90703,Electric
2021,Santa Cruz,PHEV,BMW,3 Series,7,90704,Electric
2021,Santa Cruz,PHEV,BMW,5 Series,3,90706,Electric
2021,Santa Cruz,PHEV,BMW,i3 REx,2,90710,Electric
2021,Santa Cruz,PHEV,BMW,X3,11,90712,Electric
2021,Santa Cruz,PHEV,BMW,X5,17,90713,Electric
2021,Santa Cruz,PHEV,Chevrolet,Volt,5,90715,Electric
2021,Santa Cruz,PHEV,Chrysler,Pacifica Hybrid,25,90716,Electric
2021,Santa Cruz,PHEV,Ford,Escape PHEV,2,90717,Electric
