Data Year,County,FUEL_TYPE,MAKE,MODEL,Number of Vehicles,ZIP,Fuel Type
2016,Tuolumne,PHEV,Toyota,Prius PHEV,1,95054,PHEV
2016,Tuolumne,PHEV,Volvo,XC90,1,95056,PHEV
2016,Ventura,BEV,BMW,i3,16,95060,PHEV
2016,Ventura,BEV,Chevrolet,Spark EV,31,95062,PHEV
2016,Ventura,BEV,FIAT,500e,96,95065,PHEV
2016,Ventura,BEV,Ford,Focus,13,95066,PHEV
2016,Ventura,BEV,Kia,Soul EV,5,95070,PHEV
2016,Ventura,BEV,Mercedes-Benz,B-Class,3,95073,PHEV
2016,Ventura,BEV,Nissan,Leaf,43,95076,PHEV
2016,Ventura,BEV,Smart,Fortwo BEV Drive,6,95110,PHEV
2016,Ventura,BEV,Tesla,Model S,225,95111,PHEV
2016,Ventura,BEV,Tesla,Model X,90,95112,PHEV
2016,Ventura,BEV,Volkswagen,e-Golf,25,95113,PHEV
2016,Ventura,PHEV,Audi,A3 Sportback e-tron,27,95116,PHEV
2016,Ventura,PHEV,BMW,3 Series,3,95117,PHEV
2016,Ventura,PHEV,BMW,7 Series,2,95118,PHEV
2016,Ventura,PHEV,BMW,i3 REx,119,95119,PHEV
2016,Ventura,PHEV,BMW,i8,14,95120,PHEV
2016,Ventura,PHEV,BMW,X5,40,95121,PHEV
2016,Ventura,PHEV,Cadillac,ELR,3,95122,PHEV
2016,Ventura,PHEV,Chevrolet,Volt,364,95123,PHEV
2016,Ventura,PHEV,Ford,C-MAX Energi,70,95124,PHEV
2016,Ventura,PHEV,Ford,Fusion Energi,113,95125,PHEV
2016,Ventura,PHEV,Honda,Accord PHEV,1,95126,PHEV
2016,Ventura,PHEV,Hyundai,Sonata PHEV,23,95127,PHEV
2016,Ventura,PHEV,Mercedes-Benz,GLE,2,95128,PHEV
2016,Ventura,PHEV,Mercedes-Benz,S-Class,7,95129,PHEV
2016,Ventura,PHEV,Porsche,Cayenne,12,95130,PHEV
2016,Ventura,PHEV,Porsche,Panamera,3,95131,PHEV
2016,Ventura,PHEV,Toyota,Prius PHEV,7,95132,PHEV
2016,Ventura,PHEV,Toyota,Prius Prime,23,95133,PHEV
2016,Ventura,PHEV,Volvo,XC90,13,95134,PHEV
2016,Ventura,FCEV,Toyota,Mirai,3,95135,PHEV
2016,Yolo,BEV,Chevrolet,Spark EV,9,95136,PHEV
2016,Yolo,BEV,FIAT,500e,8,95138,PHEV
2016,Yolo,BEV,Ford,Focus,4,95139,PHEV
2016,Yolo,BEV,Kia,Soul EV,3,95140,PHEV
2016,Yolo,BEV,Mercedes-Benz,B-Class,2,95148,PHEV
2016,Yolo,BEV,Nissan,Leaf,23,95150,PHEV
2016,Yolo,BEV,Tesla,Model S,29,95157,PHEV
2016,Yolo,BEV,Tesla,Model X,7,95202,PHEV
2016,Yolo,BEV,Toyota,RAV4 EV,1,95205,PHEV
2016,Yolo,BEV,Volkswagen,e-Golf,8,95207,PHEV
2016,Yolo,PHEV,Audi,A3 Sportback e-tron,5,95209,PHEV
2016,Yolo,PHEV,BMW,3 Series,1,95210,PHEV
2016,Yolo,PHEV,BMW,7 Series,1,95212,PHEV
2016,Yolo,PHEV,BMW,i3 REx,12,95215,PHEV
2016,Yolo,PHEV,BMW,X5,2,95219,PHEV
2016,Yolo,PHEV,Chevrolet,Volt,60,95222,PHEV
2016,Yolo,PHEV,Ford,C-MAX Energi,4,95227,PHEV
2016,Yolo,PHEV,Ford,Fusion Energi,26,95237,PHEV
2016,Yolo,PHEV,Hyundai,Sonata PHEV,1,95240,PHEV
2016,Yolo,PHEV,Porsche,Cayenne,2,95242,PHEV
2016,Yolo,PHEV,Toyota,Prius PHEV,1,95247,PHEV
2016,Yolo,PHEV,Toyota,Prius Prime,5,95252,PHEV
2016,Yolo,PHEV,Volvo,XC90,1,95267,PHEV
2016,Yolo,FCEV,Toyota,Mirai,10,95301,PHEV
2016,Yuba,BEV,FIAT,500e,1,95307,PHEV
2016,Yuba,BEV,Nissan,Leaf,1,95310,PHEV
2016,Yuba,BEV,Tesla,Model S,2,95324,PHEV
2016,Yuba,BEV,Tesla,Model X,1,95337,PHEV
2016,Yuba,PHEV,Chevrolet,Volt,5,95340,PHEV
2016,Yuba,PHEV,Ford,C-MAX Energi,1,95350,PHEV
2016,Yuba,PHEV,Ford,Fusion Energi,2,95355,PHEV
2016,Yuba,PHEV,Hyundai,Sonata PHEV,1,95356,PHEV
2016,Yuba,PHEV,Toyota,Prius Prime,1,95357,PHEV
2017,Alameda,BEV,BMW,i3,138,95361,PHEV
2017,Alameda,BEV,Chevrolet,Bolt EV,867,95363,PHEV
2017,Alameda,BEV,Chevrolet,Spark EV,110,95368,PHEV
2017,Alameda,BEV,FIAT,500e,114,95376,PHEV
2017,Alameda,BEV,Ford,Focus,60,95377,PHEV
2017,Alameda,BEV,Honda,Clarity BEV,42,95382,PHEV
2017,Alameda,BEV,Hyundai,Ioniq BEV,1,95388,PHEV
2017,Alameda,BEV,Kia,Soul EV,48,95391,PHEV
2017,Alameda,BEV,Mercedes-Benz,B-Class,49,95401,PHEV
2017,Alameda,BEV,Mitsubishi,i-MiEV,1,95403,PHEV
2017,Alameda,BEV,Nissan,Leaf,882,95404,PHEV
2017,Alameda,BEV,Smart,Fortwo BEV Drive,15,95405,PHEV
2017,Alameda,BEV,Tesla,Model 3,118,95407,PHEV
2017,Alameda,BEV,Tesla,Model S,696,95409,PHEV
2017,Alameda,BEV,Tesla,Model X,366,95425,PHEV
2017,Alameda,BEV,Volkswagen,e-Golf,449,95437,PHEV
2017,Alameda,PHEV,Audi,A3 Sportback e-tron,114,95441,PHEV
2017,Alameda,PHEV,BMW,3 Series,50,95445,PHEV
2017,Alameda,PHEV,BMW,5 Series,74,95446,PHEV
2017,Alameda,PHEV,BMW,i3 REx,305,95448,PHEV
2017,Alameda,PHEV,BMW,i8,4,95451,PHEV
2017,Alameda,PHEV,BMW,X5,40,95452,PHEV
2017,Alameda,PHEV,Cadillac,CT6 PHEV,2,95453,PHEV
2017,Alameda,PHEV,Chevrolet,Volt,1155,95456,PHEV
2017,Alameda,PHEV,Chrysler,Pacifica Hybrid,62,95461,PHEV
2017,Alameda,PHEV,Ford,C-MAX Energi,150,95465,PHEV
2017,Alameda,PHEV,Ford,Fusion Energi,217,95467,PHEV
2017,Alameda,PHEV,Honda,Accord PHEV,3,95469,PHEV
2017,Alameda,PHEV,Honda,Clarity PHEV,18,95472,PHEV
2017,Alameda,PHEV,Hyundai,Sonata PHEV,28,95476,PHEV
2017,Alameda,PHEV,Kia,Optima PHEV,25,95482,PHEV
2017,Alameda,PHEV,Mercedes-Benz,C-Class,26,95487,PHEV
2017,Alameda,PHEV,Mercedes-Benz,GLE,7,95490,PHEV
2017,Alameda,PHEV,Mercedes-Benz,S-Class,7,95492,PHEV
2017,Alameda,PHEV,MINI,Countryman PHEV,6,95497,PHEV
2017,Alameda,PHEV,Porsche,Cayenne,9,95503,PHEV
2017,Alameda,PHEV,Toyota,Prius PHEV,56,95521,PHEV
2017,Alameda,PHEV,Toyota,Prius Prime,593,95531,PHEV
2017,Alameda,PHEV,Volvo,XC60,5,95540,PHEV
2017,Alameda,PHEV,Volvo,XC90,30,95560,PHEV
2017,Alameda,FCEV,Honda,Clarity Fuel Cell,46,95570,PHEV
2017,Alameda,FCEV,Hyundai,Tucson Fuel Cell,1,95571,PHEV
2017,Alameda,FCEV,Toyota,Mirai,67,95602,PHEV
2017,Alpine,BEV,Tesla,Model S,1,95603,PHEV
2017,Amador,BEV,Chevrolet,Bolt EV,4,95604,PHEV
2017,Amador,BEV,Nissan,Leaf,1,95608,PHEV
2017,Amador,BEV,Tesla,Model S,1,95610,PHEV
2017,Amador,BEV,Tesla,Model X,1,95613,PHEV
2017,Amador,PHEV,Chevrolet,Volt,6,95614,PHEV
2017,Amador,PHEV,Ford,C-MAX Energi,2,95616,PHEV
2017,Amador,PHEV,Hyundai,Sonata PHEV,1,95617,PHEV
2017,Amador,PHEV,Mercedes-Benz,GLE,2,95618,PHEV
2017,Amador,PHEV,Toyota,Prius Prime,3,95620,PHEV
2017,Butte,BEV,BMW,i3,2,95621,PHEV
2017,Butte,BEV,Chevrolet,Bolt EV,10,95623,PHEV
2017,Butte,BEV,Chevrolet,Spark EV,1,95624,PHEV
2017,Butte,BEV,Mercedes-Benz,B-Class,1,95628,PHEV
2017,Butte,BEV,Nissan,Leaf,4,95630,PHEV
2017,Butte,BEV,Tesla,Model S,12,95631,PHEV
2017,Butte,BEV,Tesla,Model X,8,95632,PHEV
2017,Butte,PHEV,BMW,i3 REx,1,95634,PHEV
2017,Butte,PHEV,Chevrolet,Volt,10,95638,PHEV
2017,Butte,PHEV,Chrysler,Pacifica Hybrid,2,95642,PHEV
2017,Butte,PHEV,Ford,C-MAX Energi,4,95648,PHEV
2017,Butte,PHEV,Ford,Fusion Energi,3,95650,PHEV
2017,Butte,PHEV,Honda,Clarity PHEV,1,95651,PHEV
2017,Butte,PHEV,Hyundai,Sonata PHEV,1,95655,PHEV
2017,Butte,PHEV,Kia,Optima PHEV,1,95660,PHEV
2017,Butte,PHEV,Toyota,Prius PHEV,2,95661,PHEV
2017,Butte,PHEV,Toyota,Prius Prime,24,95662,PHEV
2017,Butte,PHEV,Volvo,XC90,1,95664,PHEV
2017,Calaveras,BEV,Chevrolet,Bolt EV,4,95667,PHEV
2017,Calaveras,BEV,Ford,Focus,1,95670,PHEV
2017,Calaveras,BEV,Tesla,Model S,3,95672,PHEV
2017,Calaveras,BEV,Tesla,Model X,1,95673,PHEV
2017,Calaveras,PHEV,BMW,5 Series,1,95677,PHEV
2017,Calaveras,PHEV,Chevrolet,Volt,2,95678,PHEV
2017,Calaveras,PHEV,Chrysler,Pacifica Hybrid,1,95682,PHEV
2017,Calaveras,PHEV,Ford,C-MAX Energi,2,95687,PHEV
2017,Calaveras,PHEV,Ford,Fusion Energi,1,95688,PHEV
2017,Calaveras,PHEV,Toyota,Prius PHEV,1,95689,PHEV
2017,Calaveras,PHEV,Toyota,Prius Prime,7,95691,PHEV
2017,Colusa,BEV,Chevrolet,Bolt EV,1,95695,PHEV
2017,Colusa,PHEV,Toyota,Prius Prime,2,95709,PHEV
2017,Contra Costa,BEV,BMW,i3,47,95722,PHEV
2017,Contra Costa,BEV,Chevrolet,Bolt EV,367,95742,PHEV
2017,Contra Costa,BEV,Chevrolet,Spark EV,34,95746,PHEV
2017,Contra Costa,BEV,FIAT,500e,54,95747,PHEV
2017,Contra Costa,BEV,Ford,Focus,48,95757,PHEV
2017,Contra Costa,BEV,Honda,Clarity BEV,22,95758,PHEV
2017,Contra Costa,BEV,Hyundai,Ioniq BEV,2,95762,PHEV
2017,Contra Costa,BEV,Kia,Soul EV,26,95765,PHEV
2017,Contra Costa,BEV,Mercedes-Benz,B-Class,25,95776,PHEV
2017,Contra Costa,BEV,Nissan,Leaf,297,95811,PHEV
2017,Contra Costa,BEV,Smart,Fortwo BEV Drive,7,95814,PHEV
2017,Contra Costa,BEV,Tesla,Model 3,28,95816,PHEV
2017,Contra Costa,BEV,Tesla,Model S,516,95818,PHEV
2017,Contra Costa,BEV,Tesla,Model X,211,95819,PHEV
2017,Contra Costa,BEV,Volkswagen,e-Golf,145,95820,PHEV
2017,Contra Costa,PHEV,Audi,A3 Sportback e-tron,56,95821,PHEV
2017,Contra Costa,PHEV,BMW,3 Series,38,95822,PHEV
2017,Contra Costa,PHEV,BMW,5 Series,47,95823,PHEV
2017,Contra Costa,PHEV,BMW,7 Series,2,95825,PHEV
2017,Contra Costa,PHEV,BMW,i3 REx,114,95826,PHEV
2017,Contra Costa,PHEV,BMW,i8,3,95827,PHEV
2017,Contra Costa,PHEV,BMW,X5,30,95828,PHEV
2017,Contra Costa,PHEV,Cadillac,CT6 PHEV,4,95829,PHEV
2017,Contra Costa,PHEV,Chevrolet,Volt,457,95831,PHEV
2017,Contra Costa,PHEV,Chrysler,Pacifica Hybrid,26,95833,PHEV
2017,Contra Costa,PHEV,Ford,C-MAX Energi,109,95834,PHEV
2017,Contra Costa,PHEV,Ford,Fusion Energi,190,95835,PHEV
2017,Contra Costa,PHEV,Honda,Accord PHEV,4,95841,PHEV
2017,Contra Costa,PHEV,Honda,Clarity PHEV,10,95842,PHEV
2017,Contra Costa,PHEV,Hyundai,Sonata PHEV,26,95843,PHEV
2017,Contra Costa,PHEV,Kia,Optima PHEV,14,95864,PHEV
2017,Contra Costa,PHEV,Mercedes-Benz,C-Class,21,95901,PHEV
2017,Contra Costa,PHEV,Mercedes-Benz,GLE,7,95903,PHEV
2017,Contra Costa,PHEV,Mercedes-Benz,S-Class,11,95926,PHEV
2017,Contra Costa,PHEV,MINI,Countryman PHEV,2,95928,PHEV
2017,Contra Costa,PHEV,Porsche,Cayenne,12,95945,PHEV
2017,Contra Costa,PHEV,Porsche,Panamera,1,95946,PHEV
2017,Contra Costa,PHEV,Toyota,Prius PHEV,28,95949,PHEV
2017,Contra Costa,PHEV,Toyota,Prius Prime,345,95959,PHEV
2017,Contra Costa,PHEV,Volvo,XC60,3,95961,PHEV
2017,Contra Costa,PHEV,Volvo,XC90,17,95969,PHEV
2017,Contra Costa,FCEV,Honda,Clarity Fuel Cell,25,95973,PHEV
2017,Contra Costa,FCEV,Hyundai,Tucson Fuel Cell,1,95993,PHEV
2017,Contra Costa,FCEV,Toyota,Mirai,43,96001,PHEV
2017,Del Norte,BEV,Chevrolet,Bolt EV,2,96002,PHEV
2017,Del Norte,BEV,Ford,Focus,1,96003,PHEV
2017,Del Norte,BEV,Tesla,Model S,1,96007,PHEV
2017,Del Norte,PHEV,Chevrolet,Volt,3,96019,PHEV
2017,Del Norte,PHEV,Toyota,Prius Prime,2,96022,PHEV
2017,El Dorado,BEV,BMW,i3,2,96065,PHEV
2017,El Dorado,BEV,Chevrolet,Bolt EV,39,96067,PHEV
2017,El Dorado,BEV,Chevrolet,Spark EV,2,96080,PHEV
2017,El Dorado,BEV,FIAT,500e,7,96097,PHEV
2017,El Dorado,BEV,Ford,Focus,11,96137,PHEV
2017,El Dorado,BEV,Hyundai,Ioniq BEV,1,96146,PHEV
2017,El Dorado,BEV,Kia,Soul EV,1,96150,PHEV
2017,El Dorado,BEV,Mercedes-Benz,B-Class,2,96161,PHEV
2017,El Dorado,BEV,Nissan,Leaf,17,99999,PHEV
2017,El Dorado,BEV,Tesla,Model 3,3,90210,FCEV
2017,El Dorado,BEV,Tesla,Model S,44,90405,FCEV
2017,El Dorado,BEV,Tesla,Model X,18,90501,FCEV
2017,El Dorado,BEV,Volkswagen,e-Golf,6,92612,FCEV
2017,El Dorado,PHEV,Audi,A3 Sportback e-tron,3,90003,BEV
2017,El Dorado,PHEV,BMW,3 Series,2,90004,BEV
2017,El Dorado,PHEV,BMW,5 Series,4,90005,BEV
2017,El Dorado,PHEV,BMW,7 Series,1,90006,BEV
2017,El Dorado,PHEV,BMW,i3 REx,8,90007,BEV
2017,El Dorado,PHEV,BMW,X5,3,90008,BEV
2017,El Dorado,PHEV,Cadillac,CT6 PHEV,1,90010,BEV
2017,El Dorado,PHEV,Chevrolet,Volt,39,90011,BEV
2017,El Dorado,PHEV,Chrysler,Pacifica Hybrid,3,90012,BEV
2017,El Dorado,PHEV,Ford,C-MAX Energi,4,90013,BEV
2017,El Dorado,PHEV,Ford,Fusion Energi,23,90014,BEV
2017,El Dorado,PHEV,Honda,Clarity PHEV,1,90015,BEV
2017,El Dorado,PHEV,Hyundai,Sonata PHEV,2,90016,BEV
2017,El Dorado,PHEV,Kia,Optima PHEV,7,90017,BEV
2017,El Dorado,PHEV,Mercedes-Benz,C-Class,2,90018,BEV
2017,El Dorado,PHEV,Toyota,Prius PHEV,3,90019,BEV
2017,El Dorado,PHEV,Toyota,Prius Prime,46,90020,BEV
2017,El Dorado,PHEV,Volvo,XC90,5,90021,BEV
2017,El Dorado,FCEV,Honda,Clarity Fuel Cell,3,90022,BEV
2017,El Dorado,FCEV,Toyota,Mirai,3,90023,BEV
2017,Fresno,BEV,BMW,i3,10,90024,BEV
2017,Fresno,BEV,Chevrolet,Bolt EV,35,90025,BEV
2017,Fresno,BEV,Chevrolet,Spark EV,42,90026,BEV
2017,Fresno,BEV,FIAT,500e,533,90027,BEV
2017,Fresno,BEV,Ford,Focus,36,90028,BEV
2017,Fresno,BEV,Honda,Clarity BEV,16,90029,BEV
2017,Fresno,BEV,Kia,Soul EV,4,90031,BEV
2017,Fresno,BEV,Mercedes-Benz,B-Class,1,90032,BEV
2017,Fresno,BEV,Mitsubishi,i-MiEV,1,90034,BEV
2017,Fresno,BEV,Nissan,Leaf,45,90035,BEV
2017,Fresno,BEV,Tesla,Model S,58,90036,BEV
2017,Fresno,BEV,Tesla,Model X,29,90038,BEV
2017,Fresno,BEV,Volkswagen,e-Golf,17,90039,BEV
2017,Fresno,PHEV,Audi,A3 Sportback e-tron,3,90040,BEV
2017,Fresno,PHEV,BMW,3 Series,10,90041,BEV
2017,Fresno,PHEV,BMW,5 Series,4,90042,BEV
2017,Fresno,PHEV,BMW,7 Series,1,90043,BEV
2017,Fresno,PHEV,BMW,i3 REx,19,90044,BEV
2017,Fresno,PHEV,BMW,i8,3,90045,BEV
2017,Fresno,PHEV,BMW,X5,11,90046,BEV
2017,Fresno,PHEV,Chevrolet,Volt,44,90047,BEV
2017,Fresno,PHEV,Chrysler,Pacifica Hybrid,9,90048,BEV
2017,Fresno,PHEV,Ford,C-MAX Energi,4,90049,BEV
2017,Fresno,PHEV,Ford,Fusion Energi,26,90056,BEV
2017,Fresno,PHEV,Honda,Clarity PHEV,1,90058,BEV
2017,Fresno,PHEV,Hyundai,Sonata PHEV,2,90061,BEV
2017,Fresno,PHEV,Kia,Optima PHEV,8,90062,BEV
2017,Fresno,PHEV,Mercedes-Benz,C-Class,3,90063,BEV
2017,Fresno,PHEV,Mercedes-Benz,GLE,2,90064,BEV
2017,Fresno,PHEV,Mercedes-Benz,S-Class,6,90065,BEV
2017,Fresno,PHEV,Porsche,Cayenne,2,90066,BEV
2017,Fresno,PHEV,Toyota,Prius PHEV,2,90067,BEV
2017,Fresno,PHEV,Toyota,Prius Prime,66,90068,BEV
2017,Fresno,PHEV,Volvo,XC60,1,90069,BEV
2017,Fresno,PHEV,Volvo,XC90,4,90077,BEV
2017,Glenn,PHEV,Chevrolet,Volt,1,90089,BEV
2017,Glenn,PHEV,Ford,C-MAX Energi,1,90094,BEV
2017,Glenn,PHEV,Toyota,Prius PHEV,1,90095,BEV
2017,Glenn,PHEV,Toyota,Prius Prime,1,90201,BEV
2017,Humboldt,BEV,Chevrolet,Bolt EV,16,90209,BEV
2017,Humboldt,BEV,Chevrolet,Spark EV,2,90210,BEV
2017,Humboldt,BEV,Ford,Focus,1,90211,BEV
2017,Humboldt,BEV,Honda,Clarity BEV,1,90212,BEV
2017,Humboldt,BEV,Nissan,Leaf,8,90220,BEV
2017,Humboldt,BEV,Tesla,Model S,9,90221,BEV
2017,Humboldt,BEV,Tesla,Model X,1,90230,BEV
2017,Humboldt,PHEV,BMW,i3 REx,5,90232,BEV
2017,Humboldt,PHEV,BMW,X5,1,90240,BEV
2017,Humboldt,PHEV,Chevrolet,Volt,33,90241,BEV
2017,Humboldt,PHEV,Chrysler,Pacifica Hybrid,4,90242,BEV
2017,Humboldt,PHEV,Ford,C-MAX Energi,2,90245,BEV
2017,Humboldt,PHEV,Ford,Fusion Energi,9,90247,BEV
2017,Humboldt,PHEV,Honda,Accord PHEV,1,90248,BEV
2017,Humboldt,PHEV,Kia,Optima PHEV,2,90249,BEV
2017,Humboldt,PHEV,Toyota,Prius PHEV,6,90250,BEV
2017,Humboldt,PHEV,Toyota,Prius Prime,24,90254,BEV
2017,Imperial,BEV,Chevrolet,Bolt EV,2,90255,BEV
2017,Imperial,BEV,FIAT,500e,2,90260,BEV
2017,Imperial,BEV,Ford,Focus,2,90262,BEV
2017,Imperial,BEV,Tesla,Model S,2,90264,BEV
2017,Imperial,BEV,Tesla,Model X,1,90265,BEV
2017,Imperial,BEV,Volkswagen,e-Golf,1,90266,BEV
2017,Imperial,PHEV,Audi,A3 Sportback e-tron,1,90272,BEV
2017,Imperial,PHEV,Cadillac,CT6 PHEV,1,90274,BEV
2017,Imperial,PHEV,Chevrolet,Volt,6,90275,BEV
2017,Imperial,PHEV,Ford,Fusion Energi,1,90277,BEV
2017,Imperial,PHEV,Mercedes-Benz,C-Class,1,90278,BEV
2017,Imperial,PHEV,Mercedes-Benz,S-Class,1,90280,BEV
2017,Imperial,PHEV,Toyota,Prius Prime,9,90290,BEV
2017,Imperial,PHEV,Volvo,XC90,1,90291,BEV
2017,Inyo,BEV,Ford,Focus,1,90292,BEV
2017,Inyo,BEV,Tesla,Model S,2,90293,BEV
2017,Inyo,PHEV,BMW,3 Series,1,90301,BEV
2017,Inyo,PHEV,Chevrolet,Volt,2,90302,BEV
2017,Inyo,PHEV,Toyota,Prius Prime,3,90305,BEV
2017,Kern,BEV,BMW,i3,4,90401,BEV
2017,Kern,BEV,Chevrolet,Bolt EV,24,90402,BEV
2017,Kern,BEV,Chevrolet,Spark EV,8,90403,BEV
2017,Kern,BEV,FIAT,500e,69,90404,BEV
2017,Kern,BEV,Ford,Focus,4,90405,BEV
2017,Kern,BEV,Honda,Clarity BEV,2,90409,BEV
2017,Kern,BEV,Hyundai,Ioniq BEV,4,90501,BEV
2017,Kern,BEV,Kia,Soul EV,2,90502,BEV
2017,Kern,BEV,Mercedes-Benz,B-Class,2,90503,BEV
2017,Kern,BEV,Nissan,Leaf,32,90504,BEV
2017,Kern,BEV,Tesla,Model S,23,90505,BEV
2017,Kern,BEV,Tesla,Model X,21,90509,BEV
2017,Kern,BEV,Volkswagen,e-Golf,4,90601,BEV
2017,Kern,PHEV,Audi,A3 Sportback e-tron,3,90602,BEV
2017,Kern,PHEV,BMW,3 Series,3,90603,BEV
2017,Kern,PHEV,BMW,5 Series,9,90604,BEV
2017,Kern,PHEV,BMW,7 Series,4,90605,BEV
2017,Kern,PHEV,BMW,i3 REx,6,90606,BEV
2017,Kern,PHEV,BMW,i8,3,90620,BEV
2017,Kern,PHEV,BMW,X5,11,90621,BEV
2017,Kern,PHEV,Chevrolet,Volt,30,90623,BEV
2017,Kern,PHEV,Chrysler,Pacifica Hybrid,4,90630,BEV
2017,Kern,PHEV,Ford,C-MAX Energi,18,90631,BEV
2017,Kern,PHEV,Ford,Fusion Energi,23,90638,BEV
2017,Kern,PHEV,Hyundai,Sonata PHEV,3,90640,BEV
2017,Kern,PHEV,Kia,Optima PHEV,1,90650,BEV
2017,Kern,PHEV,Mercedes-Benz,C-Class,3,90660,BEV
2017,Kern,PHEV,Mercedes-Benz,GLE,1,90670,BEV
2017,Kern,PHEV,Porsche,Cayenne,1,90680,BEV
2017,Kern,PHEV,Toyota,Prius Prime,56,90701,BEV
2017,Kern,PHEV,Volvo,XC90,1,90703,BEV
2017,Kern,FCEV,Toyota,Mirai,1,90704,BEV
2017,Kings,BEV,Chevrolet,Bolt EV,2,90706,BEV
2017,Kings,BEV,FIAT,500e,22,90710,BEV
2017,Kings,BEV,Ford,Focus,1,90712,BEV
2017,Kings,BEV,Nissan,Leaf,7,90713,BEV
2017,Kings,BEV,Tesla,Model S,1,90715,BEV
2017,Kings,BEV,Tesla,Model X,1,90716,BEV
2017,Kings,BEV,Volkswagen,e-Golf,5,90717,BEV
2017,Kings,PHEV,Chrysler,Pacifica Hybrid,1,90720,BEV
2017,Kings,PHEV,Ford,C-MAX Energi,1,90723,BEV
2017,Kings,PHEV,Ford,Fusion Energi,2,90731,BEV
2017,Kings,PHEV,Toyota,Prius PHEV,1,90732,BEV
2017,Kings,PHEV,Toyota,Prius Prime,11,90740,BEV
2017,Kings,FCEV,Toyota,Mirai,1,90742,BEV
2017,Lake,BEV,Chevrolet,Bolt EV,4,90743,BEV
2017,Lake,BEV,FIAT,500e,2,90744,BEV
2017,Lake,BEV,Kia,Soul EV,2,90745,BEV
2017,Lake,BEV,Nissan,Leaf,4,90746,BEV
2017,Lake,BEV,Tesla,Model S,5,90755,BEV
2017,Lake,BEV,Tesla,Model X,1,90802,BEV
2017,Lake,PHEV,BMW,5 Series,1,90803,BEV
2017,Lake,PHEV,Chevrolet,Volt,6,90804,BEV
2017,Lake,PHEV,Chrysler,Pacifica Hybrid,1,90805,BEV
2017,Lake,PHEV,Ford,C-MAX Energi,1,90806,BEV
2017,Lake,PHEV,Ford,Fusion Energi,1,90807,BEV
2017,Lake,PHEV,Hyundai,Sonata PHEV,1,90808,BEV
2017,Lake,PHEV,Kia,Optima PHEV,3,90809,BEV
2017,Lake,PHEV,Toyota,Prius PHEV,1,90810,BEV
2017,Lake,PHEV,Toyota,Prius Prime,6,90813,BEV
2017,Lassen,BEV,FIAT,500e,1,90814,BEV
2017,Lassen,PHEV,Chevrolet,Volt,1,90815,BEV
2017,Los Angeles,BEV,BMW,i3,743,91001,BEV
2017,Los Angeles,BEV,Chevrolet,Bolt EV,2106,91006,BEV
2017,Los Angeles,BEV,Chevrolet,Spark EV,146,91007,BEV
2017,Los Angeles,BEV,FIAT,500e,1962,91009,BEV
2017,Los Angeles,BEV,Ford,Focus,166,91010,BEV
2017,Los Angeles,BEV,Honda,Clarity BEV,123,91011,BEV
2017,Los Angeles,BEV,Honda,Fit EV,1,91016,BEV
2017,Los Angeles,BEV,Hyundai,Ioniq BEV,124,91017,BEV
2017,Los Angeles,BEV,Kia,Soul EV,320,91020,BEV
2017,Los Angeles,BEV,Mercedes-Benz,B-Class,175,91024,BEV
2017,Los Angeles,BEV,Nissan,Leaf,457,91030,BEV
2017,Los Angeles,BEV,Smart,Fortwo BEV Drive,60,91040,BEV
2017,Los Angeles,BEV,Tesla,Model 3,167,91042,BEV
2017,Los Angeles,BEV,Tesla,Model S,2739,91101,BEV
2017,Los Angeles,BEV,Tesla,Model X,1469,91103,BEV
2017,Los Angeles,BEV,Toyota,RAV4 EV,1,91104,BEV
2017,Los Angeles,BEV,Volkswagen,e-Golf,527,91105,BEV
2017,Los Angeles,PHEV,Audi,A3 Sportback e-tron,861,91106,BEV
2017,Los Angeles,PHEV,BMW,3 Series,645,91107,BEV
2017,Los Angeles,PHEV,BMW,5 Series,420,91108,BEV
2017,Los Angeles,PHEV,BMW,7 Series,48,91109,BEV
2017,Los Angeles,PHEV,BMW,i3 REx,1587,91116,BEV
2017,Los Angeles,PHEV,BMW,i8,118,91201,BEV
2017,Los Angeles,PHEV,BMW,X5,452,91202,BEV
2017,Los Angeles,PHEV,Cadillac,CT6 PHEV,35,91203,BEV
2017,Los Angeles,PHEV,Cadillac,ELR,2,91204,BEV
2017,Los Angeles,PHEV,Chevrolet,Volt,4566,91205,BEV
2017,Los Angeles,PHEV,Chrysler,Pacifica Hybrid,191,91206,BEV
2017,Los Angeles,PHEV,Ford,C-MAX Energi,697,91207,BEV
2017,Los Angeles,PHEV,Ford,Fusion Energi,1185,91208,BEV
2017,Los Angeles,PHEV,Honda,Accord PHEV,8,91214,BEV
2017,Los Angeles,PHEV,Honda,Clarity PHEV,31,91301,BEV
2017,Los Angeles,PHEV,Hyundai,Sonata PHEV,157,91302,BEV
2017,Los Angeles,PHEV,Karma,Revero,2,91303,BEV
2017,Los Angeles,PHEV,Kia,Optima PHEV,321,91304,BEV
2017,Los Angeles,PHEV,Mercedes-Benz,C-Class,334,91306,BEV
2017,Los Angeles,PHEV,Mercedes-Benz,GLE,79,91307,BEV
2017,Los Angeles,PHEV,Mercedes-Benz,S-Class,251,91311,BEV
2017,Los Angeles,PHEV,MINI,Countryman PHEV,18,91316,BEV
2017,Los Angeles,PHEV,Porsche,Cayenne,174,91320,BEV
